http://www.wikidata.org/entity/Q142	France	en .
http://www.wikidata.org/entity/Q142	France	fr .
http://www.wikidata.org/entity/Q142	\u0424\u0440\u0430\u043D\u0446\u0438\u044F	ru .
http://www.wikidata.org/entity/Q142	Frankreich	de .
http://www.wikidata.org/entity/Q142	Francia	es .
http://www.wikidata.org/entity/Q142	Frankrijk	nl .
http://www.wikidata.org/entity/Q142	Francyjo	szl .
http://www.wikidata.org/entity/Q142	W\u012Bw\u012B	mi .
http://www.wikidata.org/entity/Q142	Fora	st .
http://www.wikidata.org/entity/Q142	Franskondre	srn .
http://www.wikidata.org/entity/Q142	Franciaorsz\u00E1g	hu .
http://www.wikidata.org/entity/Q142	Frankreich	pdc .
http://www.wikidata.org/entity/Q142	Hu\u00E1k-gu\u00F3k	cdo .
http://www.wikidata.org/entity/Q142	Fora	nso .
http://www.wikidata.org/entity/Q142	Franza	mt .
http://www.wikidata.org/entity/Q142	Fransi\u00FDa	tk .
http://www.wikidata.org/entity/Q142	An Fhrainc	ga .
http://www.wikidata.org/entity/Q142	Frantsiya	kaa .
http://www.wikidata.org/entity/Q142	\u05E4\u05E8\u05D0\u05E0\u05E7\u05E8\u05D9\u05D9\u05DA	yi .
http://www.wikidata.org/entity/Q142	Perancis	su .
http://www.wikidata.org/entity/Q142	\u0641\u06D5\u0695\u06D5\u0646\u0633\u0627	ckb .
http://www.wikidata.org/entity/Q142	\u0424\u0440\u0430\u043D\u0446\u044B\u044F	be-tarask .
http://www.wikidata.org/entity/Q142	\u0424\u0440\u0430\u043D\u0446\u0456\u044F	rue .
http://www.wikidata.org/entity/Q142	\u0424\u0440\u0430\u043D\u0446\u0438\u044F	kv .
http://www.wikidata.org/entity/Q142	Franza	nap .
http://www.wikidata.org/entity/Q142	\u0424\u0440\u0430\u043D\u0446\u0438\u044F	lez .
http://www.wikidata.org/entity/Q142	\u0641\u0631\u0646\u0633\u0627	arz .
http://www.wikidata.org/entity/Q142	Fr\u00E1ns\u00EC	yo .
http://www.wikidata.org/entity/Q142	\u30D5\u30E9\u30F3\u30B9	ja .
http://www.wikidata.org/entity/Q142	Hy\u00E3sia	gn .
http://www.wikidata.org/entity/Q142	Franc\u00FAzsko	sk .
http://www.wikidata.org/entity/Q142	\u0424\u0440\u0430\u043D\u0446	mn .
http://www.wikidata.org/entity/Q142	\u0E1B\u0E23\u0E30\u0E40\u0E17\u0E28\u0E1D\u0E23\u0E31\u0E48\u0E07\u0E40\u0E28\u0E2A	th .
http://www.wikidata.org/entity/Q142	Ffrainc	cy .
http://www.wikidata.org/entity/Q142	Pranc\u016Bz\u0117j\u0117	sgs .
http://www.wikidata.org/entity/Q142	\u0641\u0631\u0627\u0646\u0633	ur .
http://www.wikidata.org/entity/Q142	\u0F67\u0FA5\u0F0B\u0F62\u0F53\u0F0B\u0F66\u0F72\u0F0D	bo .
http://www.wikidata.org/entity/Q142	Gallia	rup .
http://www.wikidata.org/entity/Q142	Ubufaransa	rw .
http://www.wikidata.org/entity/Q142	\u0424\u0440\u0430\u043D\u0446\u0438\u044F	ba .
http://www.wikidata.org/entity/Q142	Fap-koet	hak .
http://www.wikidata.org/entity/Q142	Frongraisch	pfl .
http://www.wikidata.org/entity/Q142	\u0424\u0440\u0430\u043D\u0446\u0438\u044F \u041C\u0430\u0441\u0442\u043E\u0440	myv .
http://www.wikidata.org/entity/Q142	\u0DB4\u0DCA \u0DBB\u0D82\u0DC1\u0DBA	si .
http://www.wikidata.org/entity/Q142	\u0424\u0440\u0430\u043D\u0446\u0438\u044F	kk .
http://www.wikidata.org/entity/Q142	Hoat-kok	nan .
http://www.wikidata.org/entity/Q142	Fransa	kab .
http://www.wikidata.org/entity/Q142	Francija	lv .
http://www.wikidata.org/entity/Q142	Frankriek	li .
http://www.wikidata.org/entity/Q142	\u0393\u03B1\u03BB\u03BB\u03AF\u03B1	pnt .
http://www.wikidata.org/entity/Q142	\u092B\u093C\u094D\u0930\u093E\u0928\u094D\u0938	hi .
http://www.wikidata.org/entity/Q142	\u0556\u0580\u0561\u0576\u057D\u056B\u0561	hy .
http://www.wikidata.org/entity/Q142	\u0424\u0440\u0430\u043D\u0446\u0438\u044F	tt .
http://www.wikidata.org/entity/Q142	Francii	vep .
http://www.wikidata.org/entity/Q142	Fransya	war .
http://www.wikidata.org/entity/Q142	\u0424\u0440\u0430\u043D\u0446\u0438\u0439	mhr .
